Customer ID,Gender,Age,Order Count,Avg Order Value (Rp),Favorite Food,Favorite Drink,Visit Frequency (per month),Stay Duration (minutes),Payment Method,Customer Rating,Work Type,Referral Count,Time of Visit,Preferred Ordering Method,Holiday Visits,Repeat Order Due to Stay Duration
Customer195,Female,44.0,36.0,58267.0,Spaghetti,Smoothies,8.0,22,Debit Card,3.2,Freelancer,12,Morning,Takeaway,y,False
Customer196,Female,31.0,41.0,53483.0,Salad & Soup,Yakult,5.0,56,Cash,1.2,Employee,9,Night,Takeaway,y,True
Customer197,Female,30.0,42.0,145544.0,Rice Bowl,Kopi Susu Lokal,5.0,61,Cash,1.2,Freelancer,9,Evening,Delivery,y,True
Customer198,Male,59.0,31.0,85069.0,Asian Delight,Kopi Susu Lokal,22.0,26,Debit Card,3.6,Employee,18,Evening,Takeaway,y,True
Customer199,Female,27.0,37.0,105005.0,Snacks,Barista Drinks,6.0,72,Debit Card,1.9,Employee,8,Morning,Delivery,y,True
Customer200,Female,18.0,37.0,142105.0,Western Food,Barista Drinks,27.0,65,Credit Card,3.8,Student,1,Morning,Delivery,y,True
Customer201,Male,44.0,28.0,133688.0,Spaghetti,Yakult,18.0,83,Debit Card,3.9,Entrepreneur,9,Evening,Delivery,y,False
Customer202,Male,48.0,38.0,135709.0,Rice Bowl,Kopi Susu Lokal,27.0,17,E-Wallet,3.2,Entrepreneur,14,Night,Dine-in,y,False
Customer203,Female,18.0,7.0,23375.0,Rice Bowl,Others,28.0,54,Credit Card,4.4,Retired,15,Evening,Takeaway,y,False
Customer204,Male,26.0,41.0,63014.0,Asian Delight,Frappe,3.0,43,E-Wallet,3.5,Student,10,Afternoon,Takeaway,y,True
Customer205,Female,23.0,7.0,21547.0,Pizza,Kopi Susu Lokal,12.0,74,Debit Card,2.2,Retired,19,Evening,Takeaway,y,False
Customer206,Male,18.0,38.0,110712.0,Burgers & Sandwiches,Classic Coffee,9.0,109,E-Wallet,3.7,Freelancer,16,Evening,Delivery,y,False
Customer207,Female,44.0,13.0,75118.0,Snacks,Kopi Susu Lokal,22.0,89,Credit Card,2.8,Freelancer,9,Morning,Takeaway,y,True
Customer208,Male,30.0,8.0,146608.0,Spaghetti,Manual Brew,16.0,112,Debit Card,1.5,Student,15,Afternoon,Delivery,y,False
Customer209,Female,31.0,44.0,44229.0,Spaghetti,Smoothies,16.0,71,Credit Card,4.6,Entrepreneur,20,Afternoon,Dine-in,y,True
Customer210,Male,35.0,13.0,65101.0,Burgers & Sandwiches,Kopi Susu Lokal,6.0,100,Credit Card,2.2,Employee,5,Morning,Dine-in,y,False
Customer211,Female,54.0,45.0,76460.0,Rice Bowl,Yakult,16.0,41,Debit Card,3.9,Employee,9,Morning,Takeaway,y,True
Customer212,Female,47.0,22.0,122301.0,Pizza,Classic Coffee,15.0,70,Cash,3.5,Retired,1,Morning,Dine-in,y,False
Customer213,Male,37.0,41.0,75477.0,Salad & Soup,Manual Brew,13.0,49,E-Wallet,2.3,Employee,6,Afternoon,Delivery,y,True
Customer214,Female,18.0,4.0,20574.0,Asian Delight,Manual Brew,12.0,19,E-Wallet,2.3,Entrepreneur,11,Morning,Delivery,y,False
Customer215,Male,42.0,8.0,97926.0,Western Food,Yakult,24.0,52,Debit Card,4.8,Freelancer,12,Morning,Takeaway,y,False
Customer216,Male,25.0,27.0,92073.0,Western Food,Kopi Susu Lokal,12.0,26,E-Wallet,3.9,Employee,8,Evening,Takeaway,y,False
Customer217,Male,37.0,32.0,79369.0,Burgers & Sandwiches,Barista Drinks,15.0,76,Debit Card,1.4,Student,16,Morning,Delivery,y,False
Customer218,Female,47.0,49.0,93905.0,Salad & Soup,Mocktail,11.0,20,E-Wallet,3.8,Entrepreneur,15,Afternoon,Takeaway,y,False
Customer219,Female,21.0,38.0,64844.0,Rice Bowl,Yakult,10.0,65,Debit Card,1.1,Student,1,Morning,Takeaway,y,True
Customer220,Male,28.0,39.0,146745.0,Asian Delight,Mocktail,28.0,90,E-Wallet,3.5,Student,12,Morning,Dine-in,y,True
Customer221,Female,37.0,26.0,71517.0,Asian Delight,Frappe,12.0,97,Credit Card,2.6,Entrepreneur,0,Evening,Takeaway,y,True
Customer222,Female,58.0,28.0,72710.0,Rice Bowl,Barista Drinks,22.0,97,E-Wallet,1.7,Entrepreneur,2,Night,Delivery,y,False
Customer223,Male,27.0,4.0,23949.0,Snacks,Manual Brew,15.0,20,Credit Card,3.0,Employee,9,Evening,Takeaway,y,False
Customer224,Male,38.0,12.0,146570.0,Snacks,Classic Coffee,26.0,119,Debit Card,4.7,Entrepreneur,8,Evening,Delivery,y,False
Customer225,Male,59.0,1.0,42821.0,Rice Bowl,Classic Coffee,25.0,119,E-Wallet,1.5,Student,2,Night,Dine-in,y,False
Customer226,Female,27.0,10.0,123129.0,Burgers & Sandwiches,Mocktail,8.0,89,Debit Card,4.2,Freelancer,8,Morning,Takeaway,y,True
Customer227,Male,28.0,26.0,40839.0,Salad & Soup,Frappe,21.0,72,Cash,3.9,Retired,9,Morning,Takeaway,y,True
Customer228,Male,30.0,35.0,36859.0,Rice Bowl,Mocktail,27.0,107,Cash,3.9,Retired,14,Night,Takeaway,y,False
Customer229,Male,45.0,10.0,93840.0,Pizza,Frappe,30.0,112,Debit Card,4.6,Student,8,Morning,Takeaway,y,False
Customer230,Female,31.0,23.0,38318.0,Spaghetti,Smoothies,25.0,68,Credit Card,3.8,Employee,17,Morning,Takeaway,y,False
Customer231,Male,46.0,26.0,115565.0,Rice Bowl,Manual Brew,2.0,103,Debit Card,1.4,Freelancer,6,Night,Dine-in,y,True
Customer232,Female,39.0,45.0,107931.0,Western Food,Manual Brew,16.0,88,Credit Card,4.3,Entrepreneur,11,Evening,Takeaway,y,False
Customer233,Female,29.0,33.0,75737.0,Western Food,Manual Brew,16.0,86,Credit Card,3.1,Employee,19,Afternoon,Takeaway,y,False
Customer234,Male,55.0,11.0,57060.0,Asian Delight,Classic Coffee,24.0,103,Debit Card,1.7,Employee,17,Evening,Takeaway,y,False
Customer235,Male,37.0,3.0,114830.0,Burgers & Sandwiches,Mocktail,22.0,86,Credit Card,3.6,Employee,17,Morning,Delivery,y,False
Customer236,Male,50.0,33.0,135277.0,Asian Delight,Yakult,30.0,85,Cash,1.3,Freelancer,14,Afternoon,Delivery,y,True
Customer237,Female,23.0,5.0,40533.0,Western Food,Juices,3.0,19,E-Wallet,1.3,Retired,9,Morning,Dine-in,y,False
Customer238,Male,54.0,47.0,74469.0,Pizza,Mocktail,28.0,107,Cash,2.3,Freelancer,20,Morning,Delivery,y,False
Customer239,Male,18.0,43.0,63164.0,Snacks,Frappe,7.0,110,Cash,3.7,Employee,13,Afternoon,Delivery,y,False
Customer240,Male,38.0,31.0,144011.0,Burgers & Sandwiches,Mocktail,27.0,107,E-Wallet,2.3,Student,0,Afternoon,Dine-in,y,False
Customer241,Female,58.0,21.0,85222.0,Western Food,Frappe,15.0,38,Cash,1.9,Freelancer,11,Morning,Takeaway,y,False
Customer242,Female,32.0,33.0,102746.0,Snacks,Kopi Susu Lokal,6.0,78,Credit Card,3.8,Retired,12,Morning,Takeaway,y,True
Customer243,Female,50.0,46.0,101589.0,Snacks,Kopi Susu Lokal,22.0,24,Credit Card,1.2,Freelancer,1,Night,Takeaway,y,True
Customer244,Male,22.0,35.0,50495.0,Western Food,Classic Coffee,6.0,58,Debit Card,2.4,Entrepreneur,0,Night,Dine-in,y,True
Customer245,Female,47.0,41.0,67757.0,Burgers & Sandwiches,Frappe,10.0,96,Credit Card,4.3,Retired,4,Night,Takeaway,y,False
Customer246,Female,30.0,30.0,43708.0,Burgers & Sandwiches,Others,1.0,101,Debit Card,3.4,Freelancer,17,Evening,Takeaway,y,True
Customer247,Female,43.0,42.0,28805.0,Pizza,Classic Coffee,28.0,89,E-Wallet,3.2,Freelancer,2,Afternoon,Dine-in,y,False
Customer248,Female,20.0,47.0,53562.0,Pizza,Manual Brew,24.0,53,Credit Card,2.4,Entrepreneur,13,Morning,Takeaway,y,False
Customer249,Female,21.0,8.0,44823.0,Salad & Soup,Juices,23.0,117,Cash,4.0,Retired,17,Morning,Dine-in,y,True
Customer250,Female,38.0,17.0,24678.0,Salad & Soup,Frappe,8.0,44,Debit Card,4.5,Student,1,Afternoon,Dine-in,y,True
Customer251,Female,19.0,41.0,141802.0,Pizza,Smoothies,19.0,70,Debit Card,3.5,Freelancer,6,Morning,Dine-in,y,True
Customer252,Male,31.0,46.0,138234.0,Snacks,Others,1.0,58,E-Wallet,4.1,Retired,7,Afternoon,Delivery,y,True
Customer253,Female,60.0,13.0,98226.0,Pizza,Smoothies,7.0,20,Debit Card,4.2,Freelancer,10,Afternoon,Delivery,y,True
Customer254,Female,44.0,49.0,55698.0,Pizza,Manual Brew,27.0,69,E-Wallet,3.4,Freelancer,16,Morning,Takeaway,y,False
Customer255,Female,51.0,15.0,124375.0,Western Food,Others,9.0,49,Cash,2.9,Student,5,Night,Takeaway,y,True
Customer256,Female,24.0,32.0,25988.0,Pizza,Others,4.0,67,Credit Card,3.5,Student,12,Morning,Dine-in,y,True
Customer257,Female,31.0,25.0,115325.0,Salad & Soup,Frappe,4.0,43,Debit Card,2.1,Employee,7,Night,Takeaway,y,True
Customer258,Male,38.0,44.0,114286.0,Rice Bowl,Juices,11.0,107,Debit Card,1.5,Entrepreneur,4,Night,Dine-in,y,True
Customer259,Male,18.0,24.0,53359.0,Asian Delight,Others,30.0,10,Debit Card,2.2,Entrepreneur,18,Morning,Delivery,y,False
Customer260,Male,58.0,21.0,118054.0,Spaghetti,Classic Coffee,27.0,80,E-Wallet,3.6,Student,20,Afternoon,Dine-in,y,False
Customer261,Male,43.0,26.0,54898.0,Pizza,Barista Drinks,13.0,84,E-Wallet,3.8,Freelancer,16,Afternoon,Takeaway,y,False
Customer262,Female,37.0,3.0,64715.0,Snacks,Mocktail,18.0,93,Debit Card,3.0,Retired,1,Evening,Takeaway,y,False
Customer263,Female,57.0,23.0,89673.0,Burgers & Sandwiches,Smoothies,16.0,66,Credit Card,1.4,Employee,14,Morning,Takeaway,y,False
Customer264,Male,35.0,27.0,121351.0,Burgers & Sandwiches,Others,27.0,18,Debit Card,4.6,Retired,10,Afternoon,Delivery,y,True
Customer265,Female,26.0,3.0,99249.0,Spaghetti,Kopi Susu Lokal,21.0,25,Cash,2.8,Employee,0,Night,Delivery,y,True
Customer266,Female,22.0,20.0,48117.0,Pizza,Classic Coffee,7.0,107,Cash,3.5,Freelancer,11,Morning,Dine-in,y,True
Customer267,Female,59.0,24.0,51641.0,Salad & Soup,Barista Drinks,18.0,81,Credit Card,3.5,Employee,11,Night,Takeaway,y,False
Customer268,Male,19.0,47.0,25309.0,Pizza,Yakult,25.0,103,E-Wallet,2.1,Student,16,Afternoon,Dine-in,y,True
Customer269,Female,54.0,36.0,40485.0,Asian Delight,Classic Coffee,17.0,59,E-Wallet,1.8,Entrepreneur,1,Night,Delivery,y,False
Customer270,Female,37.0,25.0,106735.0,Western Food,Juices,8.0,17,Credit Card,3.8,Entrepreneur,8,Afternoon,Delivery,y,False
Customer271,Female,18.0,8.0,138580.0,Spaghetti,Barista Drinks,10.0,24,Credit Card,3.4,Employee,11,Evening,Delivery,y,False
Customer272,Male,39.0,5.0,32787.0,Rice Bowl,Frappe,4.0,43,Cash,3.5,Employee,17,Morning,Takeaway,y,False
Customer273,Female,27.0,20.0,56531.0,Snacks,Classic Coffee,25.0,70,E-Wallet,2.0,Retired,10,Night,Takeaway,y,True
Customer274,Female,43.0,47.0,84707.0,Western Food,Yakult,30.0,24,Credit Card,4.9,Freelancer,3,Afternoon,Dine-in,y,False
Customer275,Male,48.0,6.0,84729.0,Western Food,Smoothies,10.0,97,Debit Card,3.1,Employee,12,Morning,Delivery,y,False
Customer276,Male,24.0,23.0,49567.0,Burgers & Sandwiches,Others,28.0,60,E-Wallet,3.3,Employee,13,Morning,Dine-in,y,True
Customer277,Male,29.0,9.0,90914.0,Burgers & Sandwiches,Barista Drinks,14.0,38,Debit Card,3.8,Entrepreneur,1,Night,Takeaway,y,False
Customer278,Female,51.0,2.0,144858.0,Burgers & Sandwiches,Manual Brew,8.0,115,Cash,3.1,Retired,13,Afternoon,Takeaway,y,True
Customer279,Female,46.0,7.0,111092.0,Spaghetti,Others,29.0,13,Credit Card,1.3,Freelancer,4,Afternoon,Dine-in,y,False
Customer280,Female,45.0,49.0,30275.0,Salad & Soup,Kopi Susu Lokal,16.0,107,Credit Card,4.3,Employee,0,Morning,Delivery,y,True
Customer281,Male,19.0,24.0,136456.0,Spaghetti,Barista Drinks,22.0,84,Debit Card,3.1,Freelancer,4,Afternoon,Dine-in,y,True
Customer282,Male,54.0,32.0,50672.0,Western Food,Classic Coffee,7.0,119,Debit Card,4.6,Entrepreneur,10,Evening,Delivery,y,True
Customer283,Male,56.0,41.0,93446.0,Western Food,Mocktail,16.0,107,Debit Card,2.5,Entrepreneur,12,Morning,Delivery,y,False
Customer284,Male,43.0,34.0,107512.0,Salad & Soup,Mocktail,28.0,120,Debit Card,1.3,Retired,1,Morning,Dine-in,y,False
Customer285,Male,36.0,48.0,135009.0,Salad & Soup,Juices,5.0,23,E-Wallet,4.2,Freelancer,5,Morning,Dine-in,y,True
Customer286,Female,30.0,49.0,36209.0,Burgers & Sandwiches,Juices,19.0,51,Credit Card,3.0,Retired,13,Morning,Dine-in,y,True
Customer287,Male,54.0,33.0,93278.0,Salad & Soup,Classic Coffee,16.0,38,E-Wallet,1.7,Retired,17,Night,Delivery,y,False
Customer288,Male,18.0,22.0,46849.0,Spaghetti,Manual Brew,13.0,54,Credit Card,1.6,Entrepreneur,7,Morning,Delivery,y,True
Customer289,Female,34.0,28.0,38094.0,Western Food,Kopi Susu Lokal,22.0,41,E-Wallet,1.6,Retired,12,Night,Delivery,y,False
Customer290,Female,39.0,20.0,51928.0,Pizza,Manual Brew,7.0,97,Cash,4.7,Freelancer,13,Night,Delivery,y,True
Customer291,Male,28.0,37.0,51894.0,Burgers & Sandwiches,Yakult,20.0,79,Debit Card,1.5,Freelancer,3,Evening,Takeaway,y,True
Customer292,Female,19.0,6.0,112149.0,Western Food,Frappe,30.0,23,Credit Card,3.6,Student,7,Afternoon,Dine-in,y,True
Customer293,Male,27.0,28.0,89965.0,Burgers & Sandwiches,Frappe,25.0,12,Debit Card,3.9,Employee,2,Night,Delivery,y,False
Customer294,Male,20.0,8.0,125532.0,Spaghetti,Juices,18.0,51,Debit Card,3.5,Freelancer,12,Morning,Dine-in,y,False
Customer295,Male,51.0,15.0,149178.0,Pizza,Classic Coffee,3.0,115,Credit Card,4.2,Student,9,Afternoon,Takeaway,y,False
Customer296,Female,44.0,25.0,53451.0,Salad & Soup,Mocktail,14.0,97,Credit Card,3.1,Freelancer,7,Night,Dine-in,y,False
Customer297,Female,51.0,9.0,30975.0,Western Food,Yakult,23.0,85,Cash,3.7,Freelancer,11,Evening,Takeaway,y,False
Customer298,Male,54.0,25.0,62443.0,Pizza,Manual Brew,30.0,26,Cash,1.3,Freelancer,10,Evening,Delivery,y,False
Customer299,Male,40.0,37.0,137465.0,Burgers & Sandwiches,Others,12.0,68,Debit Card,2.4,Retired,19,Evening,Delivery,y,True
Customer300,Female,39.0,33.0,66428.0,Pizza,Juices,18.0,115,Credit Card,2.9,Student,13,Morning,Takeaway,y,False
Customer301,Male,48.0,12.0,92977.0,Burgers & Sandwiches,Kopi Susu Lokal,23.0,47,Credit Card,2.2,Freelancer,10,Evening,Delivery,y,False
Customer302,Male,19.0,21.0,31071.0,Burgers & Sandwiches,Kopi Susu Lokal,10.0,41,Credit Card,1.0,Student,4,Afternoon,Delivery,y,False
Customer303,Female,30.0,44.0,133841.0,Salad & Soup,Others,26.0,30,Credit Card,4.4,Freelancer,1,Evening,Takeaway,y,False
Customer304,Male,57.0,7.0,27000.0,Pizza,Frappe,2.0,113,Credit Card,1.7,Student,8,Evening,Dine-in,y,False
Customer305,Male,49.0,35.0,67937.0,Spaghetti,Classic Coffee,21.0,59,Credit Card,2.1,Entrepreneur,20,Afternoon,Takeaway,y,False
Customer306,Female,59.0,48.0,107390.0,Burgers & Sandwiches,Smoothies,22.0,19,Credit Card,1.8,Retired,4,Afternoon,Delivery,y,True
Customer307,Female,33.0,4.0,45157.0,Salad & Soup,Frappe,2.0,75,Cash,2.0,Employee,5,Afternoon,Dine-in,y,True
Customer308,Male,26.0,13.0,115230.0,Asian Delight,Frappe,11.0,26,Credit Card,3.6,Freelancer,5,Afternoon,Delivery,y,False
Customer309,Female,41.0,36.0,90900.0,Snacks,Juices,1.0,56,Credit Card,2.6,Retired,16,Night,Delivery,y,True
Customer310,Male,27.0,31.0,140208.0,Rice Bowl,Manual Brew,4.0,27,Debit Card,3.7,Freelancer,16,Evening,Delivery,y,True
Customer311,Male,28.0,36.0,116867.0,Spaghetti,Kopi Susu Lokal,27.0,45,Credit Card,1.7,Employee,7,Night,Dine-in,y,True
Customer312,Female,53.0,45.0,123287.0,Asian Delight,Manual Brew,29.0,52,Debit Card,2.1,Entrepreneur,18,Night,Takeaway,y,True
Customer313,Male,54.0,36.0,62382.0,Burgers & Sandwiches,Manual Brew,4.0,109,E-Wallet,2.4,Student,14,Morning,Takeaway,y,True
Customer314,Female,38.0,33.0,64805.0,Asian Delight,Barista Drinks,29.0,80,Cash,4.7,Employee,0,Evening,Dine-in,y,False
Customer315,Female,18.0,26.0,100533.0,Western Food,Yakult,3.0,17,Debit Card,3.6,Employee,13,Night,Takeaway,y,False
Customer316,Female,58.0,27.0,73235.0,Salad & Soup,Yakult,2.0,72,Debit Card,2.9,Student,11,Afternoon,Takeaway,y,True
Customer317,Male,34.0,21.0,147662.0,Western Food,Mocktail,19.0,79,Cash,4.1,Entrepreneur,8,Night,Takeaway,y,False
Customer318,Female,60.0,9.0,24424.0,Asian Delight,Mocktail,7.0,101,Cash,2.7,Employee,20,Afternoon,Takeaway,y,False
Customer319,Male,44.0,1.0,127803.0,Asian Delight,Manual Brew,25.0,67,Debit Card,4.7,Freelancer,14,Afternoon,Takeaway,y,False
Customer320,Female,27.0,36.0,129266.0,Rice Bowl,Others,21.0,18,Debit Card,1.8,Employee,1,Evening,Dine-in,y,False
Customer321,Male,27.0,45.0,112539.0,Snacks,Others,11.0,116,Credit Card,1.5,Freelancer,19,Afternoon,Delivery,y,False
Customer322,Male,20.0,48.0,44410.0,Salad & Soup,Mocktail,20.0,110,Cash,5.0,Freelancer,1,Night,Dine-in,y,True
Customer323,Female,50.0,45.0,60595.0,Snacks,Smoothies,9.0,114,Debit Card,4.3,Freelancer,3,Morning,Takeaway,y,True
Customer324,Male,49.0,11.0,67374.0,Salad & Soup,Juices,16.0,91,Cash,3.4,Student,4,Afternoon,Dine-in,y,False
Customer325,Male,53.0,9.0,68331.0,Salad & Soup,Smoothies,21.0,57,Debit Card,2.1,Retired,6,Morning,Takeaway,y,True
Customer326,Female,44.0,4.0,53092.0,Salad & Soup,Others,6.0,103,Cash,3.7,Retired,11,Evening,Takeaway,y,True
Customer327,Female,46.0,20.0,124356.0,Salad & Soup,Barista Drinks,18.0,50,Debit Card,4.1,Retired,5,Afternoon,Takeaway,y,True
Customer328,Male,31.0,27.0,59438.0,Burgers & Sandwiches,Others,10.0,65,Debit Card,4.5,Student,1,Evening,Delivery,y,True
Customer329,Male,46.0,12.0,36935.0,Pizza,Mocktail,5.0,86,E-Wallet,3.6,Entrepreneur,9,Morning,Takeaway,y,False
Customer330,Male,56.0,42.0,64582.0,Burgers & Sandwiches,Manual Brew,3.0,111,Credit Card,2.5,Freelancer,9,Morning,Delivery,y,True
Customer331,Male,58.0,48.0,143988.0,Western Food,Classic Coffee,20.0,55,Cash,3.1,Freelancer,0,Evening,Takeaway,y,False
Customer332,Female,58.0,47.0,128015.0,Snacks,Yakult,5.0,62,Cash,2.3,Student,18,Night,Dine-in,y,False
Customer333,Female,32.0,23.0,56415.0,Pizza,Classic Coffee,24.0,15,Debit Card,2.5,Retired,2,Afternoon,Dine-in,y,True
Customer334,Female,26.0,43.0,54582.0,Pizza,Barista Drinks,13.0,76,Credit Card,4.6,Student,15,Afternoon,Takeaway,y,False
Customer335,Male,19.0,48.0,101414.0,Snacks,Frappe,21.0,85,Cash,1.6,Employee,15,Morning,Dine-in,y,False
Customer336,Female,58.0,5.0,52394.0,Pizza,Smoothies,22.0,118,E-Wallet,4.7,Entrepreneur,7,Afternoon,Dine-in,y,True
Customer337,Male,49.0,32.0,38188.0,Snacks,Frappe,23.0,112,Debit Card,2.5,Student,5,Evening,Dine-in,y,True
Customer338,Male,59.0,49.0,134140.0,Rice Bowl,Manual Brew,25.0,80,Cash,4.0,Entrepreneur,17,Evening,Dine-in,y,False
Customer339,Female,57.0,3.0,116152.0,Rice Bowl,Smoothies,17.0,84,E-Wallet,3.8,Employee,14,Evening,Dine-in,y,False
Customer340,Male,25.0,16.0,131044.0,Burgers & Sandwiches,Smoothies,26.0,16,Cash,2.9,Student,20,Night,Dine-in,y,True
Customer341,Male,43.0,5.0,29780.0,Western Food,Mocktail,17.0,109,E-Wallet,2.1,Retired,1,Night,Delivery,y,False
Customer342,Female,23.0,36.0,126975.0,Spaghetti,Manual Brew,21.0,72,Debit Card,3.8,Freelancer,9,Night,Takeaway,y,False
Customer343,Male,36.0,22.0,20510.0,Spaghetti,Kopi Susu Lokal,30.0,73,E-Wallet,4.3,Entrepreneur,12,Night,Takeaway,y,True
Customer344,Male,48.0,6.0,146695.0,Burgers & Sandwiches,Classic Coffee,16.0,90,Cash,3.1,Entrepreneur,14,Morning,Takeaway,y,True
Customer345,Male,51.0,35.0,25514.0,Snacks,Yakult,7.0,69,Cash,4.8,Employee,4,Afternoon,Delivery,y,True
Customer346,Male,39.0,39.0,51816.0,Burgers & Sandwiches,Barista Drinks,28.0,103,Credit Card,1.6,Retired,3,Evening,Takeaway,y,True
Customer347,Female,60.0,38.0,27841.0,Snacks,Yakult,1.0,91,E-Wallet,3.3,Student,12,Evening,Delivery,y,True
Customer348,Male,33.0,32.0,89396.0,Salad & Soup,Mocktail,27.0,62,Credit Card,2.8,Student,7,Morning,Takeaway,y,True
Customer349,Female,23.0,8.0,87524.0,Burgers & Sandwiches,Kopi Susu Lokal,10.0,20,Debit Card,3.9,Freelancer,17,Afternoon,Dine-in,y,False
Customer350,Male,51.0,29.0,122820.0,Burgers & Sandwiches,Yakult,8.0,71,Credit Card,2.3,Entrepreneur,19,Afternoon,Dine-in,y,False
Customer351,Male,51.0,41.0,96966.0,Pizza,Mocktail,15.0,18,Credit Card,3.1,Retired,7,Evening,Delivery,y,False
Customer352,Male,26.0,16.0,87367.0,Snacks,Kopi Susu Lokal,20.0,104,Credit Card,2.6,Entrepreneur,14,Morning,Delivery,y,False
Customer353,Female,37.0,31.0,25080.0,Asian Delight,Others,7.0,87,Debit Card,3.8,Employee,15,Evening,Takeaway,y,False
Customer354,Male,55.0,8.0,36725.0,Pizza,Frappe,28.0,86,E-Wallet,3.4,Retired,3,Night,Takeaway,y,False
Customer355,Male,49.0,49.0,100455.0,Snacks,Juices,12.0,81,Debit Card,2.0,Student,20,Evening,Dine-in,y,True
Customer356,Female,32.0,23.0,52172.0,Snacks,Barista Drinks,5.0,50,Debit Card,2.8,Employee,18,Afternoon,Takeaway,y,False
Customer357,Female,48.0,16.0,144954.0,Pizza,Frappe,25.0,81,E-Wallet,1.2,Employee,9,Morning,Dine-in,y,False
Customer358,Female,27.0,44.0,83276.0,Salad & Soup,Mocktail,1.0,37,Cash,1.5,Student,17,Morning,Takeaway,y,True
Customer359,Female,46.0,13.0,144011.0,Asian Delight,Classic Coffee,6.0,12,Debit Card,2.0,Retired,10,Morning,Dine-in,y,True
Customer360,Female,41.0,21.0,95092.0,Western Food,Mocktail,23.0,108,Debit Card,1.3,Student,5,Evening,Dine-in,y,False
Customer361,Female,31.0,24.0,27305.0,Asian Delight,Manual Brew,16.0,57,E-Wallet,1.8,Entrepreneur,18,Afternoon,Dine-in,y,False
Customer362,Female,26.0,44.0,45162.0,Salad & Soup,Mocktail,20.0,64,E-Wallet,4.4,Employee,1,Morning,Dine-in,y,True
Customer363,Male,40.0,39.0,99622.0,Asian Delight,Mocktail,30.0,12,Credit Card,4.2,Freelancer,3,Evening,Takeaway,y,False
Customer364,Male,25.0,20.0,131830.0,Salad & Soup,Kopi Susu Lokal,16.0,73,Debit Card,2.1,Entrepreneur,18,Morning,Delivery,y,False
Customer365,Male,21.0,5.0,149988.0,Western Food,Barista Drinks,12.0,17,Debit Card,1.8,Student,3,Night,Dine-in,y,False
Customer366,Male,45.0,11.0,126389.0,Burgers & Sandwiches,Mocktail,2.0,60,Cash,4.5,Entrepreneur,4,Morning,Dine-in,y,False
Customer367,Female,19.0,24.0,50075.0,Western Food,Barista Drinks,23.0,55,E-Wallet,4.7,Student,0,Morning,Delivery,y,False
Customer368,Male,41.0,2.0,69598.0,Western Food,Others,4.0,92,Cash,3.2,Entrepreneur,1,Night,Delivery,y,False
Customer369,Female,20.0,44.0,65857.0,Asian Delight,Juices,26.0,16,Cash,3.6,Student,15,Afternoon,Delivery,y,False
Customer370,Male,28.0,18.0,25734.0,Salad & Soup,Kopi Susu Lokal,7.0,31,Debit Card,1.1,Retired,9,Evening,Takeaway,y,False
Customer371,Male,53.0,39.0,51518.0,Asian Delight,Yakult,23.0,12,Debit Card,1.4,Student,3,Morning,Delivery,y,False
Customer372,Male,58.0,47.0,140653.0,Rice Bowl,Frappe,22.0,49,Credit Card,3.1,Freelancer,6,Evening,Delivery,y,False
Customer373,Male,27.0,50.0,50206.0,Salad & Soup,Frappe,23.0,70,Cash,2.2,Employee,1,Morning,Takeaway,y,True
Customer374,Male,23.0,43.0,107813.0,Rice Bowl,Yakult,1.0,77,Debit Card,2.5,Retired,20,Evening,Takeaway,y,True
Customer375,Female,51.0,45.0,142653.0,Rice Bowl,Manual Brew,15.0,79,E-Wallet,1.9,Employee,2,Afternoon,Dine-in,y,False
Customer376,Female,34.0,16.0,104127.0,Rice Bowl,Juices,26.0,32,Credit Card,2.6,Entrepreneur,15,Morning,Dine-in,y,False
Customer377,Male,52.0,7.0,36191.0,Snacks,Mocktail,5.0,77,Cash,3.4,Employee,18,Night,Takeaway,y,True
Customer378,Male,51.0,34.0,123269.0,Spaghetti,Smoothies,22.0,95,Debit Card,3.5,Employee,18,Night,Dine-in,y,True
Customer379,Female,23.0,38.0,147801.0,Snacks,Smoothies,27.0,71,E-Wallet,3.0,Entrepreneur,1,Evening,Takeaway,y,False
Customer380,Male,53.0,19.0,61561.0,Spaghetti,Yakult,9.0,16,E-Wallet,4.0,Student,0,Morning,Delivery,y,True
Customer381,Male,18.0,19.0,97907.0,Snacks,Kopi Susu Lokal,9.0,84,E-Wallet,3.9,Employee,12,Night,Dine-in,y,False
Customer382,Male,30.0,49.0,132288.0,Asian Delight,Barista Drinks,3.0,17,E-Wallet,3.5,Retired,6,Morning,Delivery,y,True
Customer383,Female,29.0,38.0,39280.0,Western Food,Juices,15.0,42,Cash,1.7,Freelancer,2,Afternoon,Takeaway,y,True
Customer384,Male,45.0,2.0,110292.0,Western Food,Mocktail,14.0,50,Debit Card,3.3,Employee,5,Morning,Dine-in,y,False
Customer385,Female,49.0,11.0,31583.0,Spaghetti,Mocktail,30.0,37,Debit Card,4.3,Retired,5,Night,Delivery,y,True
Customer386,Female,42.0,8.0,131527.0,Rice Bowl,Mocktail,11.0,10,Cash,1.5,Employee,17,Night,Dine-in,y,False
Customer387,Female,19.0,30.0,25118.0,Spaghetti,Frappe,14.0,28,Cash,1.6,Retired,15,Night,Takeaway,y,True
Customer388,Male,19.0,30.0,65239.0,Spaghetti,Smoothies,6.0,61,E-Wallet,1.2,Student,14,Night,Delivery,y,False
